[32mOPENAIRCN_DIR    = /home/airbustx2w/openair-cn[00m
[sudo] password for airbustx2w: 
Sorry, try again.
[sudo] password for airbustx2w: 
Initializing OAI Logging
Initializing MSC logs
Initializing MSC logs Done
000143 00000:617553 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080      Origin-State-Id ........ : 1508424260
000144 00000:617560 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Loaded extensions: '/usr/local/lib/freeDiameter/dict_nas_mipv6.fdx'[(no config file)], loaded
000145 00000:617565 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Loaded extensions: '/usr/local/lib/freeDiameter/dict_s6a.fdx'[(no config file)], loaded
000146 00000:617576 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Core state: 1 -> 2
000147 00000:617581 7F02614F3700 DEBUG S6A    2w/openair-cn/src/s6a/s6a_task.c:0199    fd_core_parseconf done
000148 00000:617588 7F02614F3700 DEBUG S6A    2w/openair-cn/src/s6a/s6a_task.c:0208    Enabled GNUTLS debug at level 9
000149 00000:618066 7F02614F3700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Local server address(es): 10.0.1.12{---L-}	192.168.12.62{---L-}	192.168.42.24{---L-}
000150 00000:618114 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Peer timeout reset to 0 seconds
000151 00000:618124 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'hss.openair4G.eur' in state 'STATE_CLOSED' waiting for next event.
000152 00000:618133 7F02614F3700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Core state: 2 -> 3
000153 00000:618145 7F02614F3700 DEBUG S6A    2w/openair-cn/src/s6a/s6a_task.c:0219    fd_core_start done
000154 00000:618151 7F02614F3700 DEBUG S6A    2w/openair-cn/src/s6a/s6a_task.c:0228    fd_core_waitstartcomplete done
000155 00000:618180 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'STATE_CLOSED'	<-- 'FDEVP_PSM_TIMEOUT'	((nil),0)	'hss.openair4G.eur'
000156 00000:618184 7F02614F3700 DEBUG S6A    2w/openair-cn/src/s6a/s6a_task.c:0236    s6a_fd_init_dict_objs done
000157 00000:618187 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    hss.openair4G.eur: Connecting...
000158 00000:618195 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'STATE_CLOSED'	-> 'STATE_WAITCNXACK'	'hss.openair4G.eur'
000159 00000:618202 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Peer timeout reset to 10 seconds
000160 00000:618227 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'hss.openair4G.eur' in state 'STATE_WAITCNXACK' waiting for next event.
000161 00000:618282 7F02117FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Prepared 1 sets of connection parameters to peer hss.openair4G.eur
000162 00000:618303 7F02117FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Connecting to TCP 127.0.0.1(3868)...
000163 00000:618572 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'STATE_WAITCNXACK'	<-- 'FDEVP_CNX_ESTABLISHED'	(0x7f01c4000a10,0)	'hss.openair4G.eur'
000164 00000:618581 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    hss.openair4G.eur: Connection established, {----} TCP,#38->127.0.0.1(3868)
000165 00000:618631 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    SENT to 'hss.openair4G.eur': 'Capabilities-Exchange-Request'0/257 f:R--- src:'(nil)' len:256 {C:264/l:51,C:296/l:21,C:278/l:12,C:257/l:14,C:257/l:14,C:257/l:14,C:266/l:12,C:269/l:20,C:267/l:12,C:299/l:12,C:260/l:32,C:265/l:12}
000166 00000:618637 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Sending 256b data on connection {----} TCP,#38->127.0.0.1(3868)
000167 00000:618666 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'STATE_WAITCNXACK'	-> 'STATE_WAITCEA'	'hss.openair4G.eur'
000168 00000:618673 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Peer timeout reset to 10 seconds
000169 00000:618679 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'hss.openair4G.eur' in state 'STATE_WAITCEA' waiting for next event.
000170 00000:619279 7F0210FF9700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Thread terminated
000171 00000:619288 7F02614F3700 DEBUG S6A    2w/openair-cn/src/s6a/s6a_task.c:0243    Initializing S6a interface: DONE
000172 00000:619291 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'STATE_WAITCEA'	<-- 'FDEVP_CNX_MSG_RECV'	(0x7f01bc0008f0,232)	'hss.openair4G.eur'
000173 00000:619301 7F02614F3700 DEBUG MME-AP openair-cn/src/oai_mme/oai_mme.c:0149    MME app initialization complete
000174 00000:619313 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    RCV from 'hss.openair4G.eur': (no model)0/257 f:---- src:'hss.openair4G.eur' len:232 {C:268/l:12,C:264/l:25,C:296/l:21,C:278/l:12,C:257/l:14,C:257/l:14,C:257/l:14,C:266/l:12,C:269/l:20,C:267/l:12,C:260/l:32,C:265/l:12}
000175 00000:619329 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Iterating on rules of AVP: 'Vendor-Specific-Application-Id'.
000176 00000:619335 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Iterating on rules of COMMAND: 'Capabilities-Exchange-Answer'.
000177 00000:619348 7F02397FA700 ALERT S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    'hss.openair4G.eur' claims support for a subset of vendor 10415 features.
000178 00000:619382 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080    Connected to 'hss.openair4G.eur' (TCP,soc#38), remote capabilities: 
000179 00000:619386 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080       'Capabilities-Exchange-Answer'
000180 00000:619389 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080         Version: 0x01
000181 00000:619392 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080         Length: 232
000182 00000:619395 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080         Flags: 0x00 (----)
000183 00000:619398 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080         Command Code: 257
000184 00000:619400 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080         ApplicationId: 0
000185 00000:619403 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080         Hop-by-Hop Identifier: 0x309A50B2
000186 00000:619405 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080         End-to-End Identifier: 0xA44DE4E8
000187 00000:619408 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080          {internal data}: src:hss.openair4G.eur(17) rwb:(nil) rt:2 cb:(nil),(nil)((nil)) qry:0x7f0228013010 asso:0 sess:(nil)
000188 00000:619411 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080          AVP: 'Result-Code'(268) l=12 f=-M val='DIAMETER_SUCCESS' (2001 (0x7d1))
000189 00000:619414 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080          AVP: 'Origin-Host'(264) l=25 f=-M val="hss.openair4G.eur"
000190 00000:619417 7F02397FA700 ERROR S6A    2w/openair-cn/src/s6a/s6a_task.c:0080          AVP: 'Origin-Realm'(296) l=21 f=-M val="openair4G.eur"
